Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Job Description,Minimum Qual Requirements,Preferred Skills,Additional Information,To Apply,Hours/Shift,Work Location 1,Recruitment Contact,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
245324,DEPARTMENT OF TRANSPORTATION,Internal,1,Staff Analyst 2,STAFF ANALYST,12626,2,"Finance, Accounting, & Procurement",F,56458,72310,Annual,55 Water St Ny Ny,Bureau of Bridges Exec Hdqtr,"Assists the Senior Director of the Capital Coordination Unit in the Division of Bridges.  Performs responsible and highly complex work relating to the Division's $8 billion ten year capital plan.  Confers with, advises and coordinates operational, technical and professional staff in the Capital process.  Performs complex professional work involved in the development and management of summary reports with recommendations to capital funding plans spreadsheets used to track and forecast the capital program.  Tracks capital registrations and de-registrations for capital projects.  Trains capital plan coordinators on how to utilize FMS2/FMS3 financial systems to manage their projects.  Performs other related duties.","1. A masterâ€™s degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) in economics, finance, accounting, business or public administration, human resources management, management science, operations research, organizational behavior, industrial psychology, statistics, personnel administration, labor relations, psychology, sociology, human resources development, political science, urban studies or a closely related field; or  2. A baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) and two years of satisfactory full-time professional experience working in one or a combination of the following areas: working with the budget of a large public or private concern in budget administration, accounting, economic or financial administration, or fiscal or economic research; or in management or methods analysis, operations research, organizational research or program evaluation; or in personnel or public administration, recruitment, position classification, personnel relations, labor relations, employee benefits, staff development, employment program planning/administration, labor market research, economic planning, social services program planning/evaluation or fiscal management; or in a related area.  Special Note:  To be eligible for placement in Assignment Level II, individuals must have, after meeting the minimum requirements, one additional year of professional experience as described in ""2"" above.","Ability to communicate effectively in verbal and written form.  Knowledge of FMS2, FMS3, and advanced Microsoft Excel skills.",TO BE CONSIDERED FOR THIS POSITION CANDIDATES MUST BE PERMANENT IN THE TITLE OF STAFF ANALYST.,"Resumes may be submitted using the following method:  For City employees only, go to Employee Self Service (ESS), Recruiting Activities, Careers, and search for Job ID# 245324.  Your resume must include a chronological work history and salary earnings summary.    Appointments are subject to OMB approval.  Only candidates selected for an interview will be contacted.  No telephone inquiries please.",35hrs,"55 Water Street, NY, NY",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-07-06T00:00:00.000,,2016-07-20T00:00:00.000,2019-07-16T00:00:00.000
246734,ADMIN FOR CHILDREN'S SVCS,Internal,1,Compliance Review Unit Supervisor,ASSOCIATE STAFF ANALYST,12627,0,"Finance, Accounting, & Procurement",F,63817,95022,Annual,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,"As part of the Systems Support Office (SSO), the Compliance Review Unit Supervisor will supervise a team of analysts responsible for reviewing staff compliance with Connections and Legacy systems data entry.  The compliance unit identifies data entry non-compliance in order to ensure SSO staff brings Legacy systems into immediate compliance with City and State regulations.  When necessary the compliance unit recommends a unit or single staff for in-service systems training in order to improve data entry proficiency. Specific duties and responsibilities will include but are not limited to: â€¢	Maintain the SSO Quality Review Tool which measure the accuracy and timeliness of data entry to BICS, Connections, Connections Activities (aka CCRS) and WMS. â€¢	Create and monitor implementation of corrective action plans for units that fall out of compliance. â€¢	Assist in the development and delivery of In-Service Training to improve the timeliness and quality of service case openings, maintenance and closings. â€¢	Collects and analyzes statistical and other quantitative data, employing standard data collection and statistical techniques, in order to produce summary descriptive or projective results for agency decision making. â€¢	Monitors, reviews, controls and coordinates subordinatesâ€™ activities, assignments, projects and cases by personal observation, review of statistical and narrative data, reports, and correspondence. â€¢	Compare work completed with milestone expectations, to meet program and unit objectives. â€¢	Prepare, distribute, and schedule work activities and assignments based on knowledge of nature and duration of activities and assignments to be performed. â€¢	Use basic scheduling techniques, and desires and abilities of staff where possible, in order to provide a timetable for efficient completion of unit work and adequate coverage during hours of operation.","1. A masterâ€™s degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) in economics, finance, accounting, business or public administration, human resources management, management science, operations research, organizational behavior, industrial psychology, statistics, personnel administration, labor relations, psychology, sociology, human resources development, political science, urban studies or a closely related field, and one year of satisfactory full-time professional experience in one or a combination of the following: working with the budget of a large public or private concern in budget administration, accounting, economic or financial administration, or fiscal or economic research; or in management or methods analysis, operations research, organizational research or program evaluation; or in personnel or public administration, recruitment, position classification, personnel relations, labor relations, employee   benefits, staff development, employment program planning/administration, labor market research, economic planning, social services program planning/evaluation, or fiscal management; or in a related area; or  2. A baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) and three years of satisfactory full-time professional experience in the areas described in â€œ1"" above.",,Section 424-A of the New York Social Services Law requires an authorized agency to inquire whether a candidate for employment with child-caring responsibilities has been the subject of a child abuse and maltreatment report.   This position is open only to permanent candidates currently serving in the civil service title of Associate Staff Analyst.   The City of New York and the Administration for Childrenâ€™s Services are Equal Opportunity Employers Committed to Diversity,"Click on the ""Apply Now"" button.",,,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-08-05T00:00:00.000,,2016-08-08T00:00:00.000,2019-07-16T00:00:00.000
246734,ADMIN FOR CHILDREN'S SVCS,External,1,Compliance Review Unit Supervisor,ASSOCIATE STAFF ANALYST,12627,0,"Finance, Accounting, & Procurement",F,63817,95022,Annual,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,"As part of the Systems Support Office (SSO), the Compliance Review Unit Supervisor will supervise a team of analysts responsible for reviewing staff compliance with Connections and Legacy systems data entry.  The compliance unit identifies data entry non-compliance in order to ensure SSO staff brings Legacy systems into immediate compliance with City and State regulations.  When necessary the compliance unit recommends a unit or single staff for in-service systems training in order to improve data entry proficiency. Specific duties and responsibilities will include but are not limited to: â€¢	Maintain the SSO Quality Review Tool which measure the accuracy and timeliness of data entry to BICS, Connections, Connections Activities (aka CCRS) and WMS. â€¢	Create and monitor implementation of corrective action plans for units that fall out of compliance. â€¢	Assist in the development and delivery of In-Service Training to improve the timeliness and quality of service case openings, maintenance and closings. â€¢	Collects and analyzes statistical and other quantitative data, employing standard data collection and statistical techniques, in order to produce summary descriptive or projective results for agency decision making. â€¢	Monitors, reviews, controls and coordinates subordinatesâ€™ activities, assignments, projects and cases by personal observation, review of statistical and narrative data, reports, and correspondence. â€¢	Compare work completed with milestone expectations, to meet program and unit objectives. â€¢	Prepare, distribute, and schedule work activities and assignments based on knowledge of nature and duration of activities and assignments to be performed. â€¢	Use basic scheduling techniques, and desires and abilities of staff where possible, in order to provide a timetable for efficient completion of unit work and adequate coverage during hours of operation.","1. A masterâ€™s degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) in economics, finance, accounting, business or public administration, human resources management, management science, operations research, organizational behavior, industrial psychology, statistics, personnel administration, labor relations, psychology, sociology, human resources development, political science, urban studies or a closely related field, and one year of satisfactory full-time professional experience in one or a combination of the following: working with the budget of a large public or private concern in budget administration, accounting, economic or financial administration, or fiscal or economic research; or in management or methods analysis, operations research, organizational research or program evaluation; or in personnel or public administration, recruitment, position classification, personnel relations, labor relations, employee   benefits, staff development, employment program planning/administration, labor market research, economic planning, social services program planning/evaluation, or fiscal management; or in a related area; or  2. A baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) and three years of satisfactory full-time professional experience in the areas described in â€œ1"" above.",,Section 424-A of the New York Social Services Law requires an authorized agency to inquire whether a candidate for employment with child-caring responsibilities has been the subject of a child abuse and maltreatment report.   This position is open only to permanent candidates currently serving in the civil service title of Associate Staff Analyst.   The City of New York and the Administration for Childrenâ€™s Services are Equal Opportunity Employers Committed to Diversity,"Click on the ""Apply Now"" button.",,,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-08-05T00:00:00.000,,2016-08-08T00:00:00.000,2019-07-16T00:00:00.000
246892,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Budget Analyst,STAFF ANALYST,12626,2,"Finance, Accounting, & Procurement Policy & Analysis",F,56458,64927,Annual,59-17 Junction Blvd Corona Ny,Administration/P S Budget,"The NYC Department of Environmental Protection (DEP) has over 5,500 employees and provides service to 8.5 million residents of New York City, and more than 1 million residents in Upstate New York.  The Budget Office is responsible for managing the Agencyâ€™s capital, expense, grant and miscellaneous revenue budgets; preparing budget and financial analyses and reports; and coordinating the Agencyâ€™s budget and financial matters with OMB and other oversight agencies.  The Budget Office seeks a Budget Analyst whose primary responsibilities will include overseeing the expense budget for the Bureau of Wastewater Treatment, which includes reviewing and processing contracts, new needs requests, personnel actions and budget modifications.  The selected candidate will also be responsible for closely managing the State Revolving Fund (SRF) which includes determining project eligibility, developing reporting documents and tracking payments; assist in the implementation of DEP's Wastewater Resiliency Plan and assist in coordinating DEP's FEMA Hazard Mitigation Program and the Storm Mitigation Loan Program.  ******ONLY CANDIDATES PERMANENT IN THE TITLE STAFF ANALYST SHOULD APPLY****","1. A masterâ€™s degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) in economics, finance, accounting, business or public administration, human resources management, management science, operations research, organizational behavior, industrial psychology, statistics, personnel administration, labor relations, psychology, sociology, human resources development, political science, urban studies or a closely related field; or  2. A baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) and two years of satisfactory full-time professional experience working in one or a combination of the following areas: working with the budget of a large public or private concern in budget administration, accounting, economic or financial administration, or fiscal or economic research; or in management or methods analysis, operations research, organizational research or program evaluation; or in personnel or public administration, recruitment, position classification, personnel relations, labor relations, employee benefits, staff development, employment program planning/administration, labor market research, economic planning, social services program planning/evaluation or fiscal management; or in a related area.  Special Note:  To be eligible for placement in Assignment Level II, individuals must have, after meeting the minimum requirements, one additional year of professional experience as described in ""2"" above.","Â¿	Working knowledge of FMS  Â¿	Excellent written and verbal communication skills  Â¿	Strong analytical skills  Â¿	Knowledge of New York City's Accounting Directives  Â¿	Proficient in excel","DEP is an equal opportunity employer with a strong commitment to the diversity of our organization and workforce. Your voluntary response to the NYCAPS on-line application section for referral information will assist us tremendously in our ability to track the success of our outreach recruitment efforts. Please be sure to indicate your source of referral to this job.  For more information about NYCDEP, visit us at: www.nyc.gov/dep          We appreciate your interest and thank all applicants who apply, but only candidates under consideration will be contacted.  All appointments are subject to Office of Management and Budget (OMB) approval.  ******ONLY CANDIDATES PERMANENT IN THE TITLE STAFF ANALYST SHOULD APPLY****",Click on â€œApply Nowâ€ and submit a resume and cover letter in PDF form.   Please review the Cityâ€™s Civil Service Exam requirements for full-time employees at  http://www1.nyc.gov/jobs/exams.page,35 hours per week,59-17 Junction Blvd Corona NY 11373,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-07-19T00:00:00.000,,2016-07-19T00:00:00.000,2019-07-16T00:00:00.000
247320,DEPT OF ENVIRONMENT PROTECTION,Internal,2,MECHANICAL ENGINEERING INTERN,MECHANICAL ENGINEERING INTERN,20403,0,"Engineering, Architecture, & Planning",F,52000,52000,Annual,59-17 Junction Blvd Corona Ny,Central Brookly City Operation,"The New York City Department of Environmental Protection (DEP) protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. We deliver 1.1 billion gallons of high quality drinking water per day to 8.3 million New York City residents and more than 1 million people in Upstate New York, and we collect and treat an average of 1.3 billion gallons of wastewater per day.  The selected candidates will support various Divisions within BWSO and will be trained and assist in research, investigations, studies or examinations related to the engineering functions of the department; assist in the preparation of maps, plans, and specifications; perform calculations; participate in field survey operations and receive training in the proper inspections of premises and the construction, maintenance, demolition or alteration of structures and equipment to ensure compliance with the provisions of laws, rules and regulations.",1. A baccalaureate degree in mechanical engineering from an accredited college. A degree in any other engineering area or in mechanical engineering technology is not acceptable.,,"DEP is an equal opportunity employer with a strong commitment to the diversity of our organization and workforce. Your voluntary response to the NYCAPS on-line application section for referral information will assist us tremendously in our ability to track the success of our outreach and recruitment efforts. Please be sure to indicate your source of referral to this job. All Appointments are subject to OMB Approval. For additional information about DEP, visit www.nyc.gov/dep.","Click the ""Apply Now"" button",,,,New York City Residency is not required for this position,2016-07-26T00:00:00.000,,2016-07-26T00:00:00.000,2019-07-16T00:00:00.000
247320,DEPT OF ENVIRONMENT PROTECTION,External,2,MECHANICAL ENGINEERING INTERN,MECHANICAL ENGINEERING INTERN,20403,0,"Engineering, Architecture, & Planning",F,52000,52000,Annual,59-17 Junction Blvd Corona Ny,Central Brookly City Operation,"The New York City Department of Environmental Protection (DEP) protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. We deliver 1.1 billion gallons of high quality drinking water per day to 8.3 million New York City residents and more than 1 million people in Upstate New York, and we collect and treat an average of 1.3 billion gallons of wastewater per day.  The selected candidates will support various Divisions within BWSO and will be trained and assist in research, investigations, studies or examinations related to the engineering functions of the department; assist in the preparation of maps, plans, and specifications; perform calculations; participate in field survey operations and receive training in the proper inspections of premises and the construction, maintenance, demolition or alteration of structures and equipment to ensure compliance with the provisions of laws, rules and regulations.",1. A baccalaureate degree in mechanical engineering from an accredited college. A degree in any other engineering area or in mechanical engineering technology is not acceptable.,,"DEP is an equal opportunity employer with a strong commitment to the diversity of our organization and workforce. Your voluntary response to the NYCAPS on-line application section for referral information will assist us tremendously in our ability to track the success of our outreach and recruitment efforts. Please be sure to indicate your source of referral to this job. All Appointments are subject to OMB Approval. For additional information about DEP, visit www.nyc.gov/dep.","Click the ""Apply Now"" button",,,,New York City Residency is not required for this position,2016-07-26T00:00:00.000,,2016-07-26T00:00:00.000,2019-07-16T00:00:00.000
247403,LAW DEPARTMENT,Internal,1,Office Manager,CLERICAL ASSOCIATE,10251,3,Clerical & Administrative Support,F,32888,53281,Annual,198 E 161st Street,Tort: Bronx,"This position encompasses responsible work of varying degrees of difficulty and responsibility performed under the supervision of higher level staff and/or attorneys.  Under supervision, with latitude for independent initiative and judgment, the individual supervises and performs various types of duties including, but not limited to:  Being responsible for the day-to-day office operations of the Bronx Borough Offices. This includes supervising staff in the entry of data into the Law Departmentâ€™s electronic databases and in the processing of the Bronx Borough Officeâ€™s mail; overseeing and staffing the Borough Officeâ€™s clerical functions; ensuring proper and efficient functioning of all file room operations; tracking and maintaining the Borough Officeâ€™s emergency procedures and manuals; overseeing the approval of office-wide invoices; drafting and editing staff evaluations; fielding in-person and email inquiries regarding office-wide procedures and protocols; assisting in the creation and updating of the Borough Officeâ€™s performance charts; overseeing the ordering of office supplies; and overseeing room and equipment assignments.  Acting as a liaison between the Bronx Borough Office and the Law Department Operations, Facilities, Payroll, and IT staff.  Interacting with Law Department personnel, and the building management of 198 East 161st Street, and 851 and 1775 Grand Concourse, inclusive of outside vendors hired by the Law Department to resolve facility and equipment related malfunctions.   Some of the physical activities performed and environmental conditions experienced include lifting and carrying large boxes and/or heavy files; climbing stairs; transporting mail to the post office; and traveling throughout the City on all types of public transportation, and/or walking in all kinds of weather, often carrying heavy files.",Qualification Requirements  A four-year high school diploma or its educational equivalent approved by a State's department of education or a recognized accrediting organization and one year of satisfactory clerical experience.  Skills Requirement  Keyboard familiarity with the ability to type at a minimum of 100 key strokes (20 words) per minute.,,Must be permanent in the Clerical Associate title.,"Please click the ""Apply Now"" button.",9 am to 5 pm  Monday through Friday,198 E 161st Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-07-14T00:00:00.000,,2016-08-05T00:00:00.000,2019-07-16T00:00:00.000
248031,LAW DEPARTMENT,External,1,Senior Windows Administrator,COMPUTER ASSOC (SOFTWARE),13631,2,Information Technology & Telecommunications,F,64807,90202,Annual,"100 Church St., N.Y.",Information Technology,"The Senior Windows Administrator will:  configure and administer Windows 2008 & 2012 servers.   configure and manage DHCP and DNS zones.   create and manage Active Directory objects and containers.  assign and remove user and group rights.  create and manage group policy objects within Active Directory.  build and manage Windows 2012 failover clusters.  build and manage both physical and virtual Windows 2008 & 2012 print servers.  install and upgrade print drivers.  provide expert level Windows support and troubleshooting.  create and manage VMWare virtual workstations and servers with VMWARE ESXi 5.5.  configure and manage SAN and NAS storage.  manage and configure Citrix Xenapp servers and publish applications.  configure Cisco routers and switches, Ports, protocols, routes and Vlans.  manage TCP/IP addresses and subnets.","1. A baccalaureate degree from an accredited college including or supplemented by 24 semester credits in computer science or a related computer field and one year of satisfactory full-time computer software experience in computer systems development and analysis, applications programming, database administration, maintenance and support, systems programming, data communications, mainframe development, mobile development, web development and design; or  2. A four-year high school diploma or its educational equivalent and five years of satisfactory full-time computer software experience as described in ""1"" above; or  3. Education and or/or experience equivalent to ""1"" or ""2"" above. College education may be substituted for up to two years of the required experience in ""2"" above on the basis that 60 semester credits from an accredited college is equated to one year of experience. In addition, 24 semester credits from an accredited college or graduate school in computer science or a related field, or a certificate of at least 625 hours in computer programming from an accredited technical school (post high school), may be substituted for one year of experience. However, all candidates must have at least a four-year high school diploma or its educational equivalent and at least one year of satisfactory full-time experience as described in ""1"" above.","Microsoft certified systems engineer Windows 2008/2012 (MCSE).  Ability to manage and configure DNS, DHCP, Active directory and print servers.  5 years experience with configuring and administering VMware/Hyper-V virtual environments.  3 to 5 years experience with configuring and administering Citrix Xenapp.  Knowledge of local and wide area networks, network protocols and basic router and switch configuration.  Expert knowledge of Windows 2008/2012 and Failover clustering.  Excellent 3rd level troubleshooting.  Adequate knowledge of server certificates and SAN storage.  Exposure to VoIP at the administration level.  Must be permanent in the Computer Specialist Software title.",Must be permanent in the Computer Associate Software title.,"Please click the ""Apply Now"" button.",,,,New York City Residency is not required for this position,2016-07-21T00:00:00.000,,2016-07-21T00:00:00.000,2019-07-16T00:00:00.000
248031,LAW DEPARTMENT,Internal,1,Senior Windows Administrator,COMPUTER ASSOC (SOFTWARE),13631,2,Information Technology & Telecommunications,F,64807,90202,Annual,"100 Church St., N.Y.",Information Technology,"The Senior Windows Administrator will:  configure and administer Windows 2008 & 2012 servers.   configure and manage DHCP and DNS zones.   create and manage Active Directory objects and containers.  assign and remove user and group rights.  create and manage group policy objects within Active Directory.  build and manage Windows 2012 failover clusters.  build and manage both physical and virtual Windows 2008 & 2012 print servers.  install and upgrade print drivers.  provide expert level Windows support and troubleshooting.  create and manage VMWare virtual workstations and servers with VMWARE ESXi 5.5.  configure and manage SAN and NAS storage.  manage and configure Citrix Xenapp servers and publish applications.  configure Cisco routers and switches, Ports, protocols, routes and Vlans.  manage TCP/IP addresses and subnets.","1. A baccalaureate degree from an accredited college including or supplemented by 24 semester credits in computer science or a related computer field and one year of satisfactory full-time computer software experience in computer systems development and analysis, applications programming, database administration, maintenance and support, systems programming, data communications, mainframe development, mobile development, web development and design; or  2. A four-year high school diploma or its educational equivalent and five years of satisfactory full-time computer software experience as described in ""1"" above; or  3. Education and or/or experience equivalent to ""1"" or ""2"" above. College education may be substituted for up to two years of the required experience in ""2"" above on the basis that 60 semester credits from an accredited college is equated to one year of experience. In addition, 24 semester credits from an accredited college or graduate school in computer science or a related field, or a certificate of at least 625 hours in computer programming from an accredited technical school (post high school), may be substituted for one year of experience. However, all candidates must have at least a four-year high school diploma or its educational equivalent and at least one year of satisfactory full-time experience as described in ""1"" above.","Microsoft certified systems engineer Windows 2008/2012 (MCSE).  Ability to manage and configure DNS, DHCP, Active directory and print servers.  5 years experience with configuring and administering VMware/Hyper-V virtual environments.  3 to 5 years experience with configuring and administering Citrix Xenapp.  Knowledge of local and wide area networks, network protocols and basic router and switch configuration.  Expert knowledge of Windows 2008/2012 and Failover clustering.  Excellent 3rd level troubleshooting.  Adequate knowledge of server certificates and SAN storage.  Exposure to VoIP at the administration level.  Must be permanent in the Computer Specialist Software title.",Must be permanent in the Computer Associate Software title.,"Please click the ""Apply Now"" button.",,,,New York City Residency is not required for this position,2016-07-21T00:00:00.000,,2016-07-21T00:00:00.000,2019-07-16T00:00:00.000
248047,LAW DEPARTMENT,External,1,Computer Associate,COMPUTER ASSOC (SOFTWARE),13631,1,Information Technology & Telecommunications,F,60189,83440,Annual,"100 Church St., N.Y.",Information Technology,"Providing technical support to the Affirmative Litigation Division in managing collection matters, referrals and reporting processes for cases. Managing troubleshooting and processing data files into the Law Manager system, interfacing with outside collections and law firms in the monthly process as well as handling new referrals and automation projects.  Design and development, testing and implementation, maintenance and enhancement of database management systems, operating systems, data communications and/or computer applications through product lifecycle using MS technology: CRM (2010/2013) and .NET VB / C# (2010/2013).  Develop store procedure/SSIS packages, test, install, migrate and applying software and database schema changes, reporting services in regard to SQL 2008/2012.  Supporting the testing and implementation of various internal /external NYC LAW data exchange interfaces via SQL, Administer and support MS Team Foundation Server 2013 (TFS) and Crystal Reports.","1. A baccalaureate degree from an accredited college including or supplemented by 24 semester credits in computer science or a related computer field and one year of satisfactory full-time computer software experience in computer systems development and analysis, applications programming, database administration, maintenance and support, systems programming, data communications, mainframe development, mobile development, web development and design; or  2. A four-year high school diploma or its educational equivalent and five years of satisfactory full-time computer software experience as described in ""1"" above; or  3. Education and or/or experience equivalent to ""1"" or ""2"" above. College education may be substituted for up to two years of the required experience in ""2"" above on the basis that 60 semester credits from an accredited college is equated to one year of experience. In addition, 24 semester credits from an accredited college or graduate school in computer science or a related field, or a certificate of at least 625 hours in computer programming from an accredited technical school (post high school), may be substituted for one year of experience. However, all candidates must have at least a four-year high school diploma or its educational equivalent and at least one year of satisfactory full-time experience as described in ""1"" above.",Ability to code .NET and Java script from scratch 2+ years of experience with Dynamics CRM 2010/2013 Experience Developing Plugins 3 -5 years .NET and C# Coding 2+ years of SQL 2008/2012 experience with store procedure / SSIS/SSRS/ database design/maintenance,Must be permanent in the Computer Associate Software title.,"Please click on the ""Apply Now"" button.",,,,New York City Residency is not required for this position,2016-07-21T00:00:00.000,,2016-07-21T00:00:00.000,2019-07-16T00:00:00.000
248047,LAW DEPARTMENT,Internal,1,Computer Associate,COMPUTER ASSOC (SOFTWARE),13631,1,Information Technology & Telecommunications,F,60189,83440,Annual,"100 Church St., N.Y.",Information Technology,"Providing technical support to the Affirmative Litigation Division in managing collection matters, referrals and reporting processes for cases. Managing troubleshooting and processing data files into the Law Manager system, interfacing with outside collections and law firms in the monthly process as well as handling new referrals and automation projects.  Design and development, testing and implementation, maintenance and enhancement of database management systems, operating systems, data communications and/or computer applications through product lifecycle using MS technology: CRM (2010/2013) and .NET VB / C# (2010/2013).  Develop store procedure/SSIS packages, test, install, migrate and applying software and database schema changes, reporting services in regard to SQL 2008/2012.  Supporting the testing and implementation of various internal /external NYC LAW data exchange interfaces via SQL, Administer and support MS Team Foundation Server 2013 (TFS) and Crystal Reports.","1. A baccalaureate degree from an accredited college including or supplemented by 24 semester credits in computer science or a related computer field and one year of satisfactory full-time computer software experience in computer systems development and analysis, applications programming, database administration, maintenance and support, systems programming, data communications, mainframe development, mobile development, web development and design; or  2. A four-year high school diploma or its educational equivalent and five years of satisfactory full-time computer software experience as described in ""1"" above; or  3. Education and or/or experience equivalent to ""1"" or ""2"" above. College education may be substituted for up to two years of the required experience in ""2"" above on the basis that 60 semester credits from an accredited college is equated to one year of experience. In addition, 24 semester credits from an accredited college or graduate school in computer science or a related field, or a certificate of at least 625 hours in computer programming from an accredited technical school (post high school), may be substituted for one year of experience. However, all candidates must have at least a four-year high school diploma or its educational equivalent and at least one year of satisfactory full-time experience as described in ""1"" above.",Ability to code .NET and Java script from scratch 2+ years of experience with Dynamics CRM 2010/2013 Experience Developing Plugins 3 -5 years .NET and C# Coding 2+ years of SQL 2008/2012 experience with store procedure / SSIS/SSRS/ database design/maintenance,Must be permanent in the Computer Associate Software title.,"Please click on the ""Apply Now"" button.",,,,New York City Residency is not required for this position,2016-07-21T00:00:00.000,,2016-07-21T00:00:00.000,2019-07-16T00:00:00.000
